id_offre,titre,entreprise,ville,domaine,type_contrat,niveau_etudes_min,experience_min,competences_requises,description
JOB250001709,Réceptionniste,CLINIQUE LES OLIVIERS,Pointe-Noire,"Santé, Pharmacie & Recherche Scientifique",CDD,,,pharmacie,"Réceptionniste  Secteur : Santé, Pharmacie & Recherche Scientifique."
JOB250001931,BRANCARDIER,CLINIQUE LES OLIVIERS,Pointe-Noire,"Santé, Pharmacie & Recherche Scientifique",CDD,,,pharmacie,"BRANCARDIER Secteur : Santé, Pharmacie & Recherche Scientifique."
JOB250002250,ASSISTANT COMPTABLE,CLINIQUE LES OLIVIERS,Pointe-Noire,"Santé, Pharmacie & Recherche Scientifique",CDD,,,pharmacie,"ASSISTANT COMPTABLE Secteur : Santé, Pharmacie & Recherche Scientifique."
JOB250002251,Chauffeur Ambulancier,CLINIQUE LES OLIVIERS,Pointe-Noire,"Santé, Pharmacie & Recherche Scientifique",CDD,,,pharmacie,"Chauffeur Ambulancier Secteur : Santé, Pharmacie & Recherche Scientifique."
JOB250002650,INFIRMIER,CLINIQUE LES OLIVIERS,Pointe-Noire,"Santé, Pharmacie & Recherche Scientifique",CDD,,,pharmacie,"INFIRMIER Secteur : Santé, Pharmacie & Recherche Scientifique."
JOB250001660,Directeur Commercial,CMA CGM CONGO S.A,Pointe-Noire,"Transport, Logistique & Supply Chain",CDI,,,supply chain,"Directeur Commercial Secteur : Transport, Logistique & Supply Chain."
JOB250001803,AGENT TRANSBORDEMENT,CMA CGM CONGO S.A,Pointe-Noire,"Transport, Logistique & Supply Chain",CDD,,,supply chain,"AGENT TRANSBORDEMENT Secteur : Transport, Logistique & Supply Chain."
JOB250001421,Agent d'entretien,COAMO,Brazzaville,Nettoyage & Blanchisserie,CDD,,,,Agent d'entretien  Secteur : Nettoyage & Blanchisserie.
JOB250002141,Chef comptable,COAMO,Brazzaville,"Finance, Banque, Assurance, Comptabilité & Fiscalité",CDD,,,comptabilité; fiscalité,"Chef comptable Secteur : Finance, Banque, Assurance, Comptabilité & Fiscalité."
JOB250002152,MAJORDOME,COAMO,Brazzaville,Hôtellerie - Restauration,CDD,,,,MAJORDOME  Secteur : Hôtellerie - Restauration.
JOB250002617,ASSISTANT PROJETS,COAMO,Brazzaville,"Bâtiment, Travaux Publics & Aménagement du Territoire",CDD,,,,"ASSISTANT PROJETS Secteur : Bâtiment, Travaux Publics & Aménagement du Territoire."
JOB250002630,Chef comptable,COAMO,Brazzaville,"Finance, Banque, Assurance, Comptabilité & Fiscalité",CDD,,,comptabilité; fiscalité,"Chef comptable Secteur : Finance, Banque, Assurance, Comptabilité & Fiscalité."
NONREF000206,Resp sces travaux génie civil,CODISCO GIBAT,Pointe-Noire,"Bâtiment, Travaux Publics & Aménagement du Territoire",CDD,,,génie civil,"Resp sces travaux génie civil Secteur : Bâtiment, Travaux Publics & Aménagement du Territoire."
JOB250002234,CHEF DE PROJET AGRICOLE,CODISPAAC,Brazzaville,Agriculture & Industrie Agroalimentaire,CDD,,,,CHEF DE PROJET AGRICOLE  Secteur : Agriculture & Industrie Agroalimentaire.
JOB250002237,RESPONSABLE DE LA FILIERE PRODUCTION VEGETALE,CODISPAAC,Brazzaville,Agriculture & Industrie Agroalimentaire,CDD,,,,RESPONSABLE DE LA FILIERE PRODUCTION VEGETALE  Secteur : Agriculture & Industrie Agroalimentaire.
JOB250002240,RESPONSABLE DE LA FILIERE PRODUCTION ET SANTE ANIMALE,CODISPAAC,Brazzaville,Agriculture & Industrie Agroalimentaire,CDD,,,,RESPONSABLE DE LA FILIERE PRODUCTION ET SANTE ANIMALE  Secteur : Agriculture & Industrie Agroalimentaire.
JOB250001222,Réceptionniste,COLORADO S.A (GRAND LANCASTER),Brazzaville,Hôtellerie - Restauration,CDD,,,,Réceptionniste  Secteur : Hôtellerie - Restauration.
JOB250001226,FEMME DE CHAMBRE,COLORADO S.A (GRAND LANCASTER),Brazzaville,Hôtellerie - Restauration,CDD,,,,FEMME DE CHAMBRE Secteur : Hôtellerie - Restauration.
JOB250001228,PLONGEUR,COLORADO S.A (GRAND LANCASTER),Brazzaville,Hôtellerie - Restauration,CDD,,,,PLONGEUR Secteur : Hôtellerie - Restauration.
JOB250001237,COMMIS DE RESTAURANT,COLORADO S.A (GRAND LANCASTER),Brazzaville,Hôtellerie - Restauration,CDD,,,,COMMIS DE RESTAURANT Secteur : Hôtellerie - Restauration.
JOB250001238,CROISSANTIER,COLORADO S.A (GRAND LANCASTER),Brazzaville,Hôtellerie - Restauration,CDD,,,,CROISSANTIER Secteur : Hôtellerie - Restauration.
JOB250001424,SERVEUR,COLORADO S.A (GRAND LANCASTER),Brazzaville,"Commerce, Vente, Marketing & Distribution",CDD,,,vente,"SERVEUR  Secteur : Commerce, Vente, Marketing & Distribution."
JOB250001430,GOUVERNANT,COLORADO S.A (GRAND LANCASTER),Brazzaville,Hôtellerie - Restauration,CDD,,,,GOUVERNANT  Secteur : Hôtellerie - Restauration.
JOB250001431,CHEF Pâtissier,COLORADO S.A (GRAND LANCASTER),Brazzaville,Hôtellerie - Restauration,CDI,,,,CHEF Pâtissier  Secteur : Hôtellerie - Restauration.
JOB250001864,Agent commercial,COLORADO S.A (GRAND LANCASTER),Brazzaville,"Commerce, Vente, Marketing & Distribution",CDD,,,vente,"Agent commercial Secteur : Commerce, Vente, Marketing & Distribution."
JOB250001866,Réceptionniste,COLORADO S.A (GRAND LANCASTER),Brazzaville,Gestion Administrative,CDD,,,gestion administrative,Réceptionniste  Secteur : Gestion Administrative.
JOB250002443,EQUIPIER,COLORADO S.A (GRAND LANCASTER),Brazzaville,Nettoyage & Blanchisserie,CDD,,,,EQUIPIER Secteur : Nettoyage & Blanchisserie.
JOB250002445,MENUISIER,COLORADO S.A (GRAND LANCASTER),Brazzaville,"Bâtiment, Travaux Publics & Aménagement du Territoire",CDD,,,,"MENUISIER Secteur : Bâtiment, Travaux Publics & Aménagement du Territoire."
JOB250002530,PLOMBIER,COLORADO S.A (GRAND LANCASTER),Brazzaville,"Bâtiment, Travaux Publics & Aménagement du Territoire",CDD,,,,"PLOMBIER Secteur : Bâtiment, Travaux Publics & Aménagement du Territoire."
JOB250002538,COMMIS DE BANQUET,COLORADO S.A (GRAND LANCASTER),Brazzaville,Hôtellerie - Restauration,CDD,,,,COMMIS DE BANQUET Secteur : Hôtellerie - Restauration.
JOB250002568,Frigoriste,COLORADO S.A (GRAND LANCASTER),Brazzaville,"Industrie, Production & Maintenance",CDD,,,,"Frigoriste  Secteur : Industrie, Production & Maintenance."
JOB250002571,Chargé des relations clients,COLORADO S.A (GRAND LANCASTER),Brazzaville,Hôtellerie - Restauration,CDD,,,,Chargé des relations clients Secteur : Hôtellerie - Restauration.
JOB250002572,Coach sportif,COLORADO S.A (GRAND LANCASTER),Brazzaville,Hôtellerie - Restauration,CDD,,,,Coach sportif Secteur : Hôtellerie - Restauration.
JOB250002573,Coach sportif,COLORADO S.A (GRAND LANCASTER),Brazzaville,Hôtellerie - Restauration,CDD,,,,Coach sportif Secteur : Hôtellerie - Restauration.
JOB250002576,BAGAGISTE,COLORADO S.A (GRAND LANCASTER),Brazzaville,"Transport, Logistique & Supply Chain",CDD,,,supply chain,"BAGAGISTE  Secteur : Transport, Logistique & Supply Chain."
JOB250002663,COMMIS DE CUISINE,COLORADO S.A (GRAND LANCASTER),Brazzaville,Hôtellerie - Restauration,CDD,,,cuisine,COMMIS DE CUISINE  Secteur : Hôtellerie - Restauration.
JOB250002329,OPERATRICE DE CAISSE,COMPAGNIE FINANCIERE AFRICAINE CONGO S.A,Brazzaville,"Finance, Banque, Assurance, Comptabilité & Fiscalité",CDD,,,caisse; comptabilité; fiscalité,"OPERATRICE DE CAISSE  Secteur : Finance, Banque, Assurance, Comptabilité & Fiscalité."
JOB250001440,AGENT DE TRANSIT,CONGO ENERGIE SERVICES,Pointe-Noire,"Transport, Logistique & Supply Chain",CDI,,,supply chain; transit,"AGENT DE TRANSIT Secteur : Transport, Logistique & Supply Chain."
JOB250001441,DECLARANT EN DOUANE,CONGO ENERGIE SERVICES,Pointe-Noire,"Transport, Logistique & Supply Chain",CDI,,,douane; supply chain,"DECLARANT EN DOUANE Secteur : Transport, Logistique & Supply Chain."
JOB250001443,Assistant de Direction,CONGO ENERGIE SERVICES,Pointe-Noire,"Conseil, Stratégie & Gestion des Ressources Humaines",CDD,,,gestion des ressources humaines,"Assistant de Direction Secteur : Conseil, Stratégie & Gestion des Ressources Humaines."
JOB250001524,RESPONSABLELOGISTIQUE,CONGO ENERGIE SERVICES,Pointe-Noire,"Transport, Logistique & Supply Chain",CDD,,,supply chain,"RESPONSABLELOGISTIQUE Secteur : Transport, Logistique & Supply Chain."
JOB250001287,Assistant de direction RH,CONGO MAINTENANCE SERVICES (CMS),Brazzaville,"Conseil, Stratégie & Gestion des Ressources Humaines",CDI,,,gestion des ressources humaines,"Assistant de direction RH Secteur : Conseil, Stratégie & Gestion des Ressources Humaines."
JOB250002407,Technicien Senior en Maintenance ESP,CONGO OILFIELD  SERVICES S.A,Pointe-Noire,"Pétrole, Gaz & Hydrocarbures",CDI,,,,"Technicien Senior en Maintenance ESP Secteur : Pétrole, Gaz & Hydrocarbures."
NONREF000253,Aide,Congo Services,Bouenza,"Conseil, Stratégie & Gestion des Ressources Humaines",CDD,,,gestion des ressources humaines,"Aide Secteur : Conseil, Stratégie & Gestion des Ressources Humaines."
NONREF000254,Aide Chaudronnier,Congo Services,Bouenza,"Conseil, Stratégie & Gestion des Ressources Humaines",CDD,,,gestion des ressources humaines,"Aide Chaudronnier Secteur : Conseil, Stratégie & Gestion des Ressources Humaines."
NONREF000259,Aide Maçon,Congo Services,Bouenza,"Conseil, Stratégie & Gestion des Ressources Humaines",CDD,,,gestion des ressources humaines,"Aide Maçon Secteur : Conseil, Stratégie & Gestion des Ressources Humaines."
NONREF000260,Aide Peintre,Congo Services,Bouenza,"Conseil, Stratégie & Gestion des Ressources Humaines",CDD,,,gestion des ressources humaines,"Aide Peintre Secteur : Conseil, Stratégie & Gestion des Ressources Humaines."
NONREF000264,Calorifugeur OP,Congo Services,Bouenza,"Conseil, Stratégie & Gestion des Ressources Humaines",CDD,,,gestion des ressources humaines,"Calorifugeur OP Secteur : Conseil, Stratégie & Gestion des Ressources Humaines."
NONREF000265,Calorifugeur OQ,Congo Services,Bouenza,"Conseil, Stratégie & Gestion des Ressources Humaines",CDD,,,gestion des ressources humaines,"Calorifugeur OQ Secteur : Conseil, Stratégie & Gestion des Ressources Humaines."
NONREF000267,Chaudronnier,Congo Services,Bouenza,"Conseil, Stratégie & Gestion des Ressources Humaines",CDD,,,gestion des ressources humaines,"Chaudronnier Secteur : Conseil, Stratégie & Gestion des Ressources Humaines."
NONREF000269,Chauffeur,Congo Services,Bouenza,"Conseil, Stratégie & Gestion des Ressources Humaines",CDD,,,gestion des ressources humaines,"Chauffeur Secteur : Conseil, Stratégie & Gestion des Ressources Humaines."
NONREF000271,Chauffeur Tricycle,Congo Services,Bouenza,"Conseil, Stratégie & Gestion des Ressources Humaines",CDD,,,gestion des ressources humaines,"Chauffeur Tricycle Secteur : Conseil, Stratégie & Gestion des Ressources Humaines."
NONREF000275,Chef d'Equipe Calorifuge,Congo Services,Bouenza,"Conseil, Stratégie & Gestion des Ressources Humaines",CDD,,,gestion des ressources humaines,"Chef d'Equipe Calorifuge Secteur : Conseil, Stratégie & Gestion des Ressources Humaines."
NONREF000277,Chef d'Equipe Chaudronnier,Congo Services,Bouenza,"Conseil, Stratégie & Gestion des Ressources Humaines",CDD,,,gestion des ressources humaines,"Chef d'Equipe Chaudronnier Secteur : Conseil, Stratégie & Gestion des Ressources Humaines."
NONREF000281,Chef d'Equipe maçon,Congo Services,Bouenza,"Conseil, Stratégie & Gestion des Ressources Humaines",CDD,,,gestion des ressources humaines,"Chef d'Equipe maçon Secteur : Conseil, Stratégie & Gestion des Ressources Humaines."
NONREF000293,Electricien,Congo Services,Bouenza,"Conseil, Stratégie & Gestion des Ressources Humaines",CDD,,,gestion des ressources humaines,"Electricien Secteur : Conseil, Stratégie & Gestion des Ressources Humaines."
NONREF000299,Ferrailleur,Congo Services,Bouenza,"Conseil, Stratégie & Gestion des Ressources Humaines",CDD,,,gestion des ressources humaines,"Ferrailleur Secteur : Conseil, Stratégie & Gestion des Ressources Humaines."
NONREF000306,Maçon,Congo Services,Bouenza,"Conseil, Stratégie & Gestion des Ressources Humaines",CDD,,,gestion des ressources humaines,"Maçon Secteur : Conseil, Stratégie & Gestion des Ressources Humaines."
NONREF000307,Maçon,Congo Services,Bouenza,"Conseil, Stratégie & Gestion des Ressources Humaines",CDD,,,gestion des ressources humaines,"Maçon Secteur : Conseil, Stratégie & Gestion des Ressources Humaines."
NONREF000308,Maçon carreleur,Congo Services,Bouenza,"Conseil, Stratégie & Gestion des Ressources Humaines",CDD,,,gestion des ressources humaines,"Maçon carreleur Secteur : Conseil, Stratégie & Gestion des Ressources Humaines."
NONREF000309,Maganisier,Congo Services,Bouenza,"Conseil, Stratégie & Gestion des Ressources Humaines",CDD,,,gestion des ressources humaines,"Maganisier Secteur : Conseil, Stratégie & Gestion des Ressources Humaines."
NONREF000350,Menusier Coffreur,Congo Services,Bouenza,"Conseil, Stratégie & Gestion des Ressources Humaines",CDD,,,gestion des ressources humaines,"Menusier Coffreur Secteur : Conseil, Stratégie & Gestion des Ressources Humaines."
NONREF000352,Monteur,Congo Services,Bouenza,"Conseil, Stratégie & Gestion des Ressources Humaines",CDD,,,gestion des ressources humaines,"Monteur Secteur : Conseil, Stratégie & Gestion des Ressources Humaines."
NONREF000361,Opérateur Marteau P,Congo Services,Bouenza,"Conseil, Stratégie & Gestion des Ressources Humaines",CDD,,,gestion des ressources humaines,"Opérateur Marteau P Secteur : Conseil, Stratégie & Gestion des Ressources Humaines."
NONREF000367,Peintre,Congo Services,Bouenza,"Conseil, Stratégie & Gestion des Ressources Humaines",CDD,,,gestion des ressources humaines,"Peintre Secteur : Conseil, Stratégie & Gestion des Ressources Humaines."
NONREF000368,Plombier,Congo Services,Bouenza,"Conseil, Stratégie & Gestion des Ressources Humaines",CDD,,,gestion des ressources humaines,"Plombier Secteur : Conseil, Stratégie & Gestion des Ressources Humaines."
NONREF000369,Plombier,Congo Services,Bouenza,"Conseil, Stratégie & Gestion des Ressources Humaines",CDD,,,gestion des ressources humaines,"Plombier Secteur : Conseil, Stratégie & Gestion des Ressources Humaines."
NONREF000378,Soudeur,Congo Services,Bouenza,"Conseil, Stratégie & Gestion des Ressources Humaines",CDD,,,gestion des ressources humaines,"Soudeur Secteur : Conseil, Stratégie & Gestion des Ressources Humaines."
NONREF000381,Soudeur OP,Congo Services,Bouenza,"Conseil, Stratégie & Gestion des Ressources Humaines",CDD,,,gestion des ressources humaines,"Soudeur OP Secteur : Conseil, Stratégie & Gestion des Ressources Humaines."
NONREF000384,Soudeur OQ,Congo Services,Bouenza,"Conseil, Stratégie & Gestion des Ressources Humaines",CDD,,,gestion des ressources humaines,"Soudeur OQ Secteur : Conseil, Stratégie & Gestion des Ressources Humaines."
JOB250000891,Assistant Logistique,CONGO SERVICES INTERIM,Brazzaville,"Transport, Logistique & Supply Chain",Contrat d'intérim,,,supply chain,"Assistant Logistique Secteur : Transport, Logistique & Supply Chain."
JOB250000892,ASSISTANT COMPTABLE,CONGO SERVICES INTERIM,Brazzaville,"Finance, Banque, Assurance, Comptabilité & Fiscalité",Contrat d'intérim,,,comptabilité; fiscalité,"ASSISTANT COMPTABLE Secteur : Finance, Banque, Assurance, Comptabilité & Fiscalité."
JOB250000909,ASSISTANT COMPTABLE,CONGO SERVICES INTERIM,Brazzaville,"Finance, Banque, Assurance, Comptabilité & Fiscalité",CDD,,,comptabilité; fiscalité,"ASSISTANT COMPTABLE Secteur : Finance, Banque, Assurance, Comptabilité & Fiscalité."
JOB250000910,Assistant Logistique,CONGO SERVICES INTERIM,Brazzaville,"Transport, Logistique & Supply Chain",CDD,,,supply chain,"Assistant Logistique Secteur : Transport, Logistique & Supply Chain."
JOB250001546,Graisseur,CONGO SERVICES INTERIM,Nkayi,"Industrie, Production & Maintenance",CDD,,,,"Graisseur Secteur : Industrie, Production & Maintenance."
JOB250001552,Mecanicien Outils Agricole et Remorques,CONGO SERVICES INTERIM,Nkayi,"Commerce, Vente, Marketing & Distribution",CDD,,,vente,"Mecanicien Outils Agricole et Remorques Secteur : Commerce, Vente, Marketing & Distribution."
JOB250001553,Electricien AutoRecolte,CONGO SERVICES INTERIM,Nkayi,"Commerce, Vente, Marketing & Distribution",CDD,,,vente,"Electricien AutoRecolte Secteur : Commerce, Vente, Marketing & Distribution."
JOB250001554,Manœuvre,CONGO SERVICES INTERIM,Nkayi,"Commerce, Vente, Marketing & Distribution",CDD,,,vente,"Manœuvre Secteur : Commerce, Vente, Marketing & Distribution."
JOB250001555,AIDE MECANICIEN,CONGO SERVICES INTERIM,Nkayi,"Commerce, Vente, Marketing & Distribution",CDD,,,vente,"AIDE MECANICIEN Secteur : Commerce, Vente, Marketing & Distribution."
JOB250001556,POMPISTE,CONGO SERVICES INTERIM,Nkayi,"Commerce, Vente, Marketing & Distribution",CDD,,,vente,"POMPISTE  Secteur : Commerce, Vente, Marketing & Distribution."
JOB250001557,Marqueur pont,CONGO SERVICES INTERIM,Nkayi,"Commerce, Vente, Marketing & Distribution",CDD,,,vente,"Marqueur pont Secteur : Commerce, Vente, Marketing & Distribution."
JOB250001558,Agent ORDONNANCIER,CONGO SERVICES INTERIM,Nkayi,"Commerce, Vente, Marketing & Distribution",CDD,,,vente,"Agent ORDONNANCIER Secteur : Commerce, Vente, Marketing & Distribution."
JOB250001559,MAGASINIER,CONGO SERVICES INTERIM,Nkayi,"Commerce, Vente, Marketing & Distribution",CDD,,,vente,"MAGASINIER  Secteur : Commerce, Vente, Marketing & Distribution."
JOB250001560,MAGASINIER,CONGO SERVICES INTERIM,Nkayi,"Commerce, Vente, Marketing & Distribution",CDD,,,vente,"MAGASINIER  Secteur : Commerce, Vente, Marketing & Distribution."
JOB250001561,MAGASINIER,CONGO SERVICES INTERIM,Nkayi,"Commerce, Vente, Marketing & Distribution",CDD,,,vente,"MAGASINIER  Secteur : Commerce, Vente, Marketing & Distribution."
JOB250001568,OPERATEUR STEP,CONGO SERVICES INTERIM,Nkayi,"Commerce, Vente, Marketing & Distribution",CDD,,,vente,"OPERATEUR STEP Secteur : Commerce, Vente, Marketing & Distribution."
JOB250001569,MECANICIEN VL/PL,CONGO SERVICES INTERIM,Nkayi,"Commerce, Vente, Marketing & Distribution",CDD,,,vente,"MECANICIEN VL/PL Secteur : Commerce, Vente, Marketing & Distribution."
JOB250001570,MECANICIEN RECOLTE,CONGO SERVICES INTERIM,Nkayi,"Commerce, Vente, Marketing & Distribution",CDD,,,vente,"MECANICIEN RECOLTE  Secteur : Commerce, Vente, Marketing & Distribution."
NONREF000050,Assistante super U,CONGO TERMINAL,Pointe-Noire,"Transport, Logistique & Supply Chain",CDD,,,supply chain,"Assistante super U Secteur : Transport, Logistique & Supply Chain."
NONREF000077,Chef de département dvptRH,CONGO TERMINAL,Pointe-Noire,"Conseil, Stratégie & Gestion des Ressources Humaines",CDD,,,gestion des ressources humaines,"Chef de département dvptRH Secteur : Conseil, Stratégie & Gestion des Ressources Humaines."
JOB250001648,CONTROLEUR DE GESTION DE PROJET,CONGO TERMINAL,Pointe-Noire,"Conseil, Stratégie & Gestion des Ressources Humaines",CDD,,,gestion des ressources humaines,"CONTROLEUR DE GESTION DE PROJET  Secteur : Conseil, Stratégie & Gestion des Ressources Humaines."
JOB250001651,Chef de Département Développement RH et Relations Ecoles,CONGO TERMINAL,Pointe-Noire,"Conseil, Stratégie & Gestion des Ressources Humaines",CDI,,,gestion des ressources humaines,"Chef de Département Développement RH et Relations Ecoles Secteur : Conseil, Stratégie & Gestion des Ressources Humaines."
JOB250002648,Directeur d'Exploitation,CONGO TERMINAL,Pointe-Noire,"Conseil, Stratégie & Gestion des Ressources Humaines",CDD,,,gestion des ressources humaines,"Directeur d'Exploitation  Secteur : Conseil, Stratégie & Gestion des Ressources Humaines."
JOB250002802,Comptable Général,CONGO TERMINAL,Pointe-Noire,"Finance, Banque, Assurance, Comptabilité & Fiscalité",CDD,,,comptabilité; fiscalité,"Comptable Général Secteur : Finance, Banque, Assurance, Comptabilité & Fiscalité."
JOB250002111,Animateur de Clusters Agricoles,Congolaise Terre des Hommes Association ( CTHA),Brazzaville,Agriculture & Industrie Agroalimentaire,CDD,,,,Animateur de Clusters Agricoles Secteur : Agriculture & Industrie Agroalimentaire.
NONREF000020,Assistant administratif,COTEN,Pointe-Noire,"Industrie, Production & Maintenance",CDD,,,,"Assistant administratif Secteur : Industrie, Production & Maintenance."
NONREF000147,Gestionnaire financier et cpt,COTEN,Pointe-Noire,"Industrie, Production & Maintenance",CDD,,,,"Gestionnaire financier et cpt Secteur : Industrie, Production & Maintenance."
NONREF000221,Responsable RH,COTEN,Pointe-Noire,"Conseil, Stratégie & Gestion des Ressources Humaines",CDD,,,gestion des ressources humaines,"Responsable RH Secteur : Conseil, Stratégie & Gestion des Ressources Humaines."
JOB250001710,Responsable de Projets Stratégiques & Transformation,CREDIT DU CONGO,Pointe-Noire,"Conseil, Stratégie & Gestion des Ressources Humaines",CDD,,,gestion des ressources humaines,"Responsable de Projets Stratégiques & Transformation Secteur : Conseil, Stratégie & Gestion des Ressources Humaines."
JOB250001329,Chauffeur,DA RONG,Brazzaville,"Commerce, Vente, Marketing & Distribution",CDI,,,vente,"Chauffeur  Secteur : Commerce, Vente, Marketing & Distribution."
JOB250001330,Manœuvre,DA RONG,Brazzaville,"Bâtiment, Travaux Publics & Aménagement du Territoire",CDI,,,,"Manœuvre Secteur : Bâtiment, Travaux Publics & Aménagement du Territoire."
JOB250001331,Manœuvre,DA RONG,Brazzaville,"Bâtiment, Travaux Publics & Aménagement du Territoire",CDI,,,,"Manœuvre Secteur : Bâtiment, Travaux Publics & Aménagement du Territoire."
NONREF000166,Magasinier,DARON CONGO,Pointe-Noire,"Transport, Logistique & Supply Chain",CDD,,,supply chain,"Magasinier Secteur : Transport, Logistique & Supply Chain."
NONREF000031,Assistant resp et logistique,DARON SAM CONGO,Pointe-Noire,"Commerce, Vente, Marketing & Distribution",CDD,,,vente,"Assistant resp et logistique Secteur : Commerce, Vente, Marketing & Distribution."
NONREF000230,Sénior manager Expertise-CPT,DELOITTE,Pointe-Noire,"Pétrole, Gaz & Hydrocarbures",CDI,,,,"Sénior manager Expertise-CPT Secteur : Pétrole, Gaz & Hydrocarbures."
JOB250000977,MANAGER,DELOITTE TOUCHE TOHMATSU,Pointe-Noire,"Finance, Banque, Assurance, Comptabilité & Fiscalité",CDI,,,comptabilité; fiscalité,"MANAGER Secteur : Finance, Banque, Assurance, Comptabilité & Fiscalité."
JOB250001739,RESPONSABLE DES ACHATS,DI AFRICA CONGO SA,Brazzaville,"Conseil, Stratégie & Gestion des Ressources Humaines",CDD,,,gestion des ressources humaines,"RESPONSABLE DES ACHATS  Secteur : Conseil, Stratégie & Gestion des Ressources Humaines."
JOB250001756,RESPONSABLE DE LA BLANCHISSERIE,DI AFRICA CONGO SA,Brazzaville,"Conseil, Stratégie & Gestion des Ressources Humaines",CDD,,,gestion des ressources humaines,"RESPONSABLE DE LA BLANCHISSERIE  Secteur : Conseil, Stratégie & Gestion des Ressources Humaines."
JOB250001760,Stage Assistant Fiscaliste,DI AFRICA CONGO SA,Brazzaville,"Conseil, Stratégie & Gestion des Ressources Humaines",CDD,,,gestion des ressources humaines,"Stage Assistant Fiscaliste  Secteur : Conseil, Stratégie & Gestion des Ressources Humaines."
JOB250001763,Agent Customer Registration (KYC),DI AFRICA CONGO SA,Brazzaville,"Conseil, Stratégie & Gestion des Ressources Humaines",CDD,,,gestion des ressources humaines,"Agent Customer Registration (KYC) Secteur : Conseil, Stratégie & Gestion des Ressources Humaines."
JOB250001764,ASSISTANT ADMINISTRATIF,DI AFRICA CONGO SA,Brazzaville,"Conseil, Stratégie & Gestion des Ressources Humaines",CDD,,,gestion des ressources humaines,"ASSISTANT ADMINISTRATIF Secteur : Conseil, Stratégie & Gestion des Ressources Humaines."
JOB250001765,CHARGE DE LA COMMUNICATION INTERNE,DI AFRICA CONGO SA,Brazzaville,"Conseil, Stratégie & Gestion des Ressources Humaines",CDD,,,gestion des ressources humaines,"CHARGE DE LA COMMUNICATION INTERNE Secteur : Conseil, Stratégie & Gestion des Ressources Humaines."
JOB250001766,CHARGE DE RECRUTEMENT,DI AFRICA CONGO SA,Brazzaville,"Conseil, Stratégie & Gestion des Ressources Humaines",CDD,,,gestion des ressources humaines,"CHARGE DE RECRUTEMENT Secteur : Conseil, Stratégie & Gestion des Ressources Humaines."
JOB250001767,VIDEOGRAPHISTE,DI AFRICA CONGO SA,Brazzaville,"Conseil, Stratégie & Gestion des Ressources Humaines",CDD,,,gestion des ressources humaines,"VIDEOGRAPHISTE  Secteur : Conseil, Stratégie & Gestion des Ressources Humaines."
JOB250001770,AGENT CLOSED LOPP FEEDBACK,DI AFRICA CONGO SA,Brazzaville,"Conseil, Stratégie & Gestion des Ressources Humaines",CDD,,,gestion des ressources humaines,"AGENT CLOSED LOPP FEEDBACK Secteur : Conseil, Stratégie & Gestion des Ressources Humaines."
JOB250001771,AGENT BACK OFFICE TROUBLESHOOTING,DI AFRICA CONGO SA,Brazzaville,"Conseil, Stratégie & Gestion des Ressources Humaines",CDD,,,gestion des ressources humaines,"AGENT BACK OFFICE TROUBLESHOOTING  Secteur : Conseil, Stratégie & Gestion des Ressources Humaines."
JOB250001773,CONSEILLER DIGITAL-ASSISTED CHANNEL,DI AFRICA CONGO SA,Brazzaville,"Conseil, Stratégie & Gestion des Ressources Humaines",CDD,,,gestion des ressources humaines,"CONSEILLER DIGITAL-ASSISTED CHANNEL Secteur : Conseil, Stratégie & Gestion des Ressources Humaines."
JOB250001774,COORDINATEUR COMMERCIAL EBU,DI AFRICA CONGO SA,Brazzaville,"Conseil, Stratégie & Gestion des Ressources Humaines",CDD,,,gestion des ressources humaines,"COORDINATEUR COMMERCIAL EBU  Secteur : Conseil, Stratégie & Gestion des Ressources Humaines."
JOB250001776,Coordinateur produit et services,DI AFRICA CONGO SA,Brazzaville,"Conseil, Stratégie & Gestion des Ressources Humaines",CDD,,,gestion des ressources humaines,"Coordinateur produit et services Secteur : Conseil, Stratégie & Gestion des Ressources Humaines."
JOB250001777,SUPERVISEUR FLEET,DI AFRICA CONGO SA,Brazzaville,"Conseil, Stratégie & Gestion des Ressources Humaines",CDD,,,gestion des ressources humaines,"SUPERVISEUR FLEET Secteur : Conseil, Stratégie & Gestion des Ressources Humaines."
JOB250001778,TECHNICIEN INFORMATIQUE,DI AFRICA CONGO SA,Brazzaville,"Conseil, Stratégie & Gestion des Ressources Humaines",CDD,,,gestion des ressources humaines,"TECHNICIEN INFORMATIQUE Secteur : Conseil, Stratégie & Gestion des Ressources Humaines."
JOB250001779,Coordonnateur Sécurité,DI AFRICA CONGO SA,Brazzaville,"Conseil, Stratégie & Gestion des Ressources Humaines",CDD,,,gestion des ressources humaines,"Coordonnateur Sécurité Secteur : Conseil, Stratégie & Gestion des Ressources Humaines."
JOB250001780,SUPERVISEUR FUEL,DI AFRICA CONGO SA,Brazzaville,"Conseil, Stratégie & Gestion des Ressources Humaines",CDD,,,gestion des ressources humaines,"SUPERVISEUR FUEL Secteur : Conseil, Stratégie & Gestion des Ressources Humaines."
JOB250001781,AGENT DE LIAISON,DI AFRICA CONGO SA,Brazzaville,"Conseil, Stratégie & Gestion des Ressources Humaines",CDD,,,gestion des ressources humaines,"AGENT DE LIAISON  Secteur : Conseil, Stratégie & Gestion des Ressources Humaines."
